id,release,n_0047,n_0050,n_0052,n_0061,n_0067,n_0075,n_0078,n_0091,n_0108,n_0109,o_0176,o_0264,c_0466,c_0500,c_0638,c_0699,c_0738,c_0761,c_0770,c_0838,c_0870,c_0980,c_1145,c_1158,c_1189,c_1223,c_1227,c_1244,c_1259,service_a,service_b
4418,b,1,1,1,1,0.3571428571428571,1,0.0666666666666666,1,0.0666666666666666,0.0,94,0,a,a,b,c,a,c,c,b,a,b,c,j,b,c,a,b,m,1,1
6146,b,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.125,273,5,b,h,d,a,a,c,c,a,b,c,b,b,b,c,a,d,p,0,0
17128,b,1,1,1,1,0.9285714285714286,1,0.2666666666666666,1,0.2666666666666666,0.0,369,7,b,a,b,c,a,b,b,a,b,a,b,g,b,a,a,a,n,1,1
5271,a,1,1,1,1,0.4285714285714285,1,0.7,1,0.7,0.0625,159,4,c,a,e,b,a,b,b,a,a,c,c,e,b,a,a,a,e,0,0
11738,b,1,1,1,1,0.1428571428571428,1,0.3,1,0.3,0.0625,73,4,b,d,b,c,a,b,b,b,b,b,b,e,b,c,b,b,i,1,0
18302,a,1,1,1,1,0.0,1,0.3,1,0.3,0.1875,6,0,b,c,b,b,a,c,c,b,b,c,b,j,b,c,a,b,h,0,1
3946,b,1,1,1,1,0.2142857142857142,1,0.6,1,0.6,0.125,57,4,a,h,d,c,a,b,d,b,b,a,b,j,a,c,a,d,n,0,0
9154,b,1,1,1,1,0.1428571428571428,1,0.9666666666666668,1,0.9666666666666668,0.125,94,6,b,i,e,b,a,b,d,b,b,a,b,g,a,c,a,f,d,0,0
7317,c,1,1,1,1,0.8571428571428571,1,0.8333333333333334,1,0.8333333333333334,0.0,369,8,a,a,b,b,a,b,b,a,b,c,b,h,b,c,a,b,h,0,0
17949,c,1,1,1,1,0.9285714285714286,1,0.7666666666666667,1,0.7666666666666667,0.0625,313,8,b,b,b,b,a,c,c,b,b,c,b,d,b,c,a,b,h,1,1
15202,b,1,1,1,1,0.2142857142857142,1,0.5,1,0.5,0.0625,92,4,c,d,b,c,a,b,b,b,a,b,b,e,b,c,a,a,i,1,1
15388,b,1,1,1,1,0.4285714285714285,1,0.6666666666666666,1,0.6666666666666666,0.125,91,6,c,a,b,b,a,c,c,b,b,c,b,f,b,c,a,b,e,1,0
15583,a,1,1,1,1,0.2142857142857142,1,0.0666666666666666,1,0.0666666666666666,0.0,65,2,b,f,b,c,a,b,b,b,a,b,c,k,b,c,b,b,n,1,0
16026,a,1,1,1,1,0.2857142857142857,1,0.3333333333333333,1,0.3333333333333333,0.0,118,4,a,b,b,c,a,b,b,a,a,b,c,e,b,c,a,b,n,1,1
1241,a,1,1,1,1,0.3571428571428571,1,0.2,1,0.2,0.0625,120,2,c,a,b,b,a,b,b,b,a,b,c,k,b,c,a,b,v,1,1
5210,a,1,1,1,1,0.2857142857142857,1,0.3,1,0.3,0.1875,60,4,a,c,b,c,a,c,c,b,a,b,a,e,b,a,a,b,c,0,0
8342,c,1,1,1,1,0.0714285714285714,1,0.0666666666666666,1,0.0666666666666666,0.0,22,1,b,f,b,c,b,a,d,b,b,a,b,i,a,c,b,b,a,0,0
10192,a,1,1,1,1,0.5714285714285714,1,0.7,1,0.7,0.125,141,5,b,g,d,b,a,a,a,a,b,b,b,c,b,c,b,d,w,1,0
10531,a,1,1,1,1,0.2857142857142857,1,0.1333333333333333,1,0.1333333333333333,0.0625,78,5,b,b,b,c,a,b,b,b,a,c,c,c,b,c,b,b,l,1,1
2787,a,1,1,1,1,0.9285714285714286,1,0.5666666666666667,1,0.5666666666666667,0.125,358,4,b,a,e,b,a,b,d,a,b,a,b,e,a,a,a,f,e,0,0
3156,a,1,1,1,1,0.9285714285714286,1,0.5,1,0.5,0.0,369,5,a,a,d,c,a,b,b,a,a,b,b,c,b,c,a,d,v,0,0
3956,b,1,1,1,1,0.5714285714285714,1,0.5666666666666667,1,0.5666666666666667,0.0,264,4,a,a,c,b,a,b,b,a,b,c,b,e,b,c,a,c,n,1,1
8404,b,1,1,1,1,0.5714285714285714,1,0.4,1,0.4,0.25,132,4,b,a,e,b,a,b,b,a,b,c,b,e,b,c,a,f,m,0,0
17505,c,1,1,1,1,0.0,1,0.3666666666666665,1,0.3666666666666665,0.25,4,0,c,h,b,b,a,c,c,b,b,c,b,j,b,c,a,b,i,1,1
1922,a,1,1,1,1,0.7142857142857143,1,0.8333333333333334,1,0.8333333333333334,0.0,176,7,b,i,b,b,a,b,b,a,b,d,b,a,b,c,a,a,w,0,0
13639,a,1,1,1,1,0.7142857142857143,1,0.8666666666666667,1,0.8666666666666667,0.1875,137,5,c,h,c,b,a,b,b,a,b,c,b,c,b,c,a,c,h,0,0
9452,c,1,1,1,1,0.3571428571428571,1,0.0666666666666666,1,0.0666666666666666,0.0,69,2,b,f,b,c,a,b,d,b,a,c,c,k,a,c,b,a,b,0,0
1720,a,1,1,1,1,0.9285714285714286,1,0.0,1,0.0,0.0,315,0,b,e,b,c,a,b,d,a,b,a,b,j,a,c,b,b,u,0,0
17249,a,1,1,1,1,0.7857142857142857,1,0.5666666666666667,1,0.5666666666666667,0.0,325,4,a,a,d,c,a,b,b,a,b,b,b,e,b,c,a,d,n,1,0
6272,b,1,1,1,1,0.8571428571428571,1,0.8,1,0.8,0.125,320,4,b,a,d,b,a,a,a,a,b,a,b,e,b,a,a,d,n,1,0
17002,b,1,1,1,1,0.8571428571428571,1,0.6,1,0.6,0.1875,290,7,a,g,d,b,a,a,a,a,b,a,b,g,b,c,a,d,e,0,0
7577,b,1,1,1,1,0.4285714285714285,1,0.3666666666666665,1,0.3666666666666665,0.0,152,4,b,a,b,b,a,c,c,a,a,a,c,e,b,a,a,b,d,0,0
3157,c,1,1,1,1,0.0,1,0.8333333333333334,1,0.8333333333333334,0.3125,3,4,a,h,c,b,a,a,d,b,b,c,b,j,a,c,a,c,C,1,1
17987,b,1,1,1,1,0.9285714285714286,1,0.7666666666666667,1,0.7666666666666667,0.0625,369,7,c,a,d,c,a,b,b,a,b,a,b,g,b,c,a,d,B,1,1
15934,b,1,1,1,1,0.0,1,0.1333333333333333,1,0.1333333333333333,0.0,23,5,a,b,b,c,a,c,c,a,a,b,b,b,b,c,a,b,b,1,1
16082,c,1,1,1,1,0.6428571428571429,1,0.4,1,0.4,0.0,206,5,a,b,b,a,a,b,b,a,a,b,a,c,b,c,b,b,i,1,1
14475,b,1,1,1,1,0.1428571428571428,1,0.8,1,0.8,0.0625,73,8,a,a,d,b,a,a,a,a,b,b,b,h,b,c,a,d,m,0,0
10745,a,1,1,1,1,0.9285714285714286,1,0.4333333333333333,1,0.4333333333333333,0.0625,369,6,a,b,d,c,a,b,b,b,b,c,b,c,b,c,b,d,D,1,0
2582,a,1,1,1,1,0.1428571428571428,1,0.5666666666666667,1,0.5666666666666667,0.0,76,0,b,h,b,c,a,c,d,b,a,b,c,j,a,c,a,b,B,0,0
6682,b,1,1,1,1,0.5714285714285714,1,0.3,1,0.3,0.125,264,4,a,a,d,b,a,c,c,b,b,b,b,e,b,c,a,d,i,1,1
11696,b,1,1,1,1,0.0714285714285714,1,0.2,1,0.2,0.0,66,4,a,b,b,c,a,c,c,b,a,c,c,e,b,c,a,a,p,1,1
1033,b,1,1,1,1,0.5,1,0.0,1,0.0,0.0,127,0,c,f,b,c,b,b,b,b,a,b,a,j,b,c,b,b,a,0,1
3859,c,1,1,1,1,0.7857142857142857,1,0.6333333333333333,1,0.6333333333333333,0.0,349,7,b,a,b,b,a,a,a,a,b,b,b,g,b,c,a,b,u,0,0
16516,c,1,1,1,1,0.2857142857142857,1,0.3,1,0.3,0.125,54,4,a,b,c,c,a,b,b,b,b,a,b,e,b,c,a,c,h,0,0
6828,b,1,1,1,1,0.2142857142857142,1,0.4,1,0.4,0.1875,77,1,b,a,b,b,a,b,b,b,a,b,c,i,b,c,a,b,e,0,0
4885,a,1,1,1,1,0.9285714285714286,1,0.2333333333333333,1,0.2333333333333333,0.0,369,4,b,a,b,c,a,b,b,a,b,c,b,e,b,a,a,a,u,1,0
11982,c,1,1,1,1,0.8571428571428571,1,0.8666666666666667,1,0.8666666666666667,0.0,343,4,b,a,b,b,a,c,c,a,a,c,c,e,b,a,a,b,j,1,0
12653,a,1,1,1,1,0.0,1,0.1666666666666666,1,0.1666666666666666,0.0,13,6,c,h,b,c,a,a,a,b,b,a,b,b,b,c,b,b,p,1,0
153,c,1,1,1,1,0.5714285714285714,1,0.2333333333333333,1,0.2333333333333333,0.0625,173,5,b,b,d,c,a,b,b,b,a,c,a,b,b,c,a,d,b,0,0
15797,a,1,1,1,1,0.7142857142857143,1,0.1,1,0.1,0.0,129,4,a,a,b,c,a,a,a,a,a,a,c,e,b,c,a,b,p,1,0
2412,a,1,1,1,1,0.3571428571428571,1,0.5333333333333333,1,0.5333333333333333,0.25,78,0,b,a,c,b,a,c,c,b,a,c,c,j,b,c,b,c,e,0,0
2071,b,1,1,1,1,0.7857142857142857,1,0.3,1,0.3,0.0,363,4,b,a,b,c,a,b,b,a,b,a,b,e,b,c,a,a,n,1,1
8534,a,1,1,1,1,0.6428571428571429,1,0.2333333333333333,1,0.2333333333333333,0.125,216,0,b,b,b,b,a,b,d,a,a,b,c,j,a,c,a,b,j,1,0
16799,b,1,1,1,1,0.2857142857142857,1,0.4,1,0.4,0.125,73,3,b,h,d,c,a,c,d,a,b,a,b,e,a,c,a,d,m,1,1
6590,a,1,1,1,1,0.0,1,0.6666666666666666,1,0.6666666666666666,0.125,10,4,a,b,a,b,a,c,c,b,b,c,b,e,b,a,a,e,p,1,0
2912,a,1,1,1,1,0.7142857142857143,1,0.3666666666666665,1,0.3666666666666665,0.125,195,6,a,b,d,b,a,b,b,a,b,a,b,b,b,c,a,d,b,1,0
8720,b,1,1,1,1,0.9285714285714286,1,0.8666666666666667,1,0.8666666666666667,0.125,352,8,c,a,d,b,a,b,b,a,b,c,b,d,b,c,a,d,w,0,0
7073,b,1,1,1,1,0.5,1,0.7666666666666667,1,0.7666666666666667,0.0625,281,4,b,a,b,b,a,b,d,a,a,a,c,e,a,a,a,b,n,1,1
17453,a,1,1,1,1,0.7142857142857143,1,0.3333333333333333,1,0.3333333333333333,0.0625,243,7,a,a,d,c,a,c,c,b,b,b,b,g,b,c,b,d,b,0,0
16736,a,1,1,1,1,0.0,1,0.1666666666666666,1,0.1666666666666666,0.125,10,2,b,c,b,c,a,a,a,b,a,a,c,k,b,c,a,b,C,1,1
4257,a,1,1,1,1,0.7857142857142857,1,0.5333333333333333,1,0.5333333333333333,0.125,253,4,c,b,c,b,a,b,b,b,b,b,b,k,b,c,a,a,n,1,0
11379,b,1,1,1,1,0.7142857142857143,1,0.5333333333333333,1,0.5333333333333333,0.1875,206,7,c,a,d,b,a,b,b,a,b,c,b,g,b,a,a,d,e,0,0
11639,a,1,1,1,1,0.9285714285714286,1,0.6,1,0.6,0.0,369,7,b,a,d,c,a,b,b,a,b,a,b,g,b,a,a,d,B,1,0
9378,b,1,1,1,1,0.9285714285714286,1,0.2333333333333333,1,0.2333333333333333,0.0,305,5,a,b,b,c,b,a,a,a,a,a,c,f,b,c,a,b,a,0,0
5977,b,1,1,1,1,0.0714285714285714,1,0.0333333333333333,1,0.0333333333333333,0.0625,31,1,a,b,b,b,a,c,c,b,a,c,b,i,b,c,b,b,h,1,0
16271,a,1,1,1,1,0.5714285714285714,1,0.6666666666666666,1,0.6666666666666666,0.4375,102,5,b,a,c,b,a,c,c,b,a,c,c,f,b,c,a,c,e,0,0
17452,b,1,1,1,1,0.2857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0,117,4,c,a,b,c,a,b,b,a,a,c,a,e,b,c,a,a,i,1,0
16764,a,1,1,1,1,0.4285714285714285,1,0.4333333333333333,1,0.4333333333333333,0.3125,72,4,a,a,b,b,a,c,c,b,b,c,b,e,b,c,a,b,e,0,0
14356,a,1,1,1,1,0.9285714285714286,1,0.6333333333333333,1,0.6333333333333333,0.0,369,9,a,a,d,c,a,a,a,a,b,d,b,d,b,c,a,d,p,0,0
5653,a,1,1,1,1,0.2857142857142857,1,0.5666666666666667,1,0.5666666666666667,0.0625,78,4,a,a,d,c,a,b,d,a,b,a,b,e,a,c,a,d,n,1,0
15178,a,1,1,1,1,0.8571428571428571,1,0.1,1,0.1,0.0,185,5,b,b,b,c,a,c,c,b,b,c,b,c,b,c,b,b,p,1,1
4289,a,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.1875,141,4,a,a,c,c,a,b,d,b,a,a,c,e,a,c,a,c,n,1,1
10522,c,1,1,1,1,0.4285714285714285,1,0.3,1,0.3,0.0625,142,4,a,a,b,b,a,b,b,b,b,c,b,e,b,c,a,b,n,1,1
15335,a,1,1,1,1,0.8571428571428571,1,0.4666666666666667,1,0.4666666666666667,0.125,300,6,b,a,d,c,a,b,b,a,b,a,b,b,b,c,b,d,v,0,0
3757,a,1,1,1,1,0.8571428571428571,1,0.2666666666666666,1,0.2666666666666666,0.0,342,5,a,b,b,c,a,b,b,a,a,c,a,g,b,c,a,b,u,1,1
2209,c,1,1,1,1,0.8571428571428571,1,0.3,1,0.3,0.0,311,7,a,a,b,b,b,a,a,a,b,a,b,a,b,c,a,b,n,1,1
9035,c,1,1,1,1,0.7857142857142857,1,0.4,1,0.4,0.25,170,5,b,d,d,b,a,b,b,b,a,a,a,c,b,c,a,d,v,0,0
3532,a,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.0,332,8,a,a,c,c,a,a,a,a,b,b,b,h,b,c,a,c,h,0,0
1971,a,1,1,1,1,0.5,1,0.9,1,0.9,0.1875,132,0,a,a,d,b,a,a,d,a,b,a,b,j,a,c,a,d,d,0,0
13726,a,1,1,1,1,0.9285714285714286,1,0.9,1,0.9,0.125,329,8,a,a,d,b,a,b,b,a,a,c,c,d,b,c,b,d,n,1,0
12180,a,1,1,1,1,0.8571428571428571,1,0.2,1,0.2,0.0,369,5,b,c,b,b,a,b,b,a,b,d,b,b,b,c,b,a,u,0,0
12217,a,1,1,1,1,0.9285714285714286,1,0.5333333333333333,1,0.5333333333333333,0.0625,211,5,b,a,e,c,a,a,a,a,b,a,b,b,b,c,a,f,n,1,1
15623,a,1,1,1,1,0.3571428571428571,1,0.0333333333333333,1,0.0333333333333333,0.0,104,1,c,f,b,c,a,b,b,a,b,c,b,i,b,c,b,b,n,1,1
4303,b,1,1,1,1,0.3571428571428571,1,0.8333333333333334,1,0.8333333333333334,0.0625,122,4,c,a,b,b,a,c,c,b,a,c,c,e,b,c,a,b,v,1,0
7705,b,1,1,1,1,0.4285714285714285,1,0.6333333333333333,1,0.6333333333333333,0.125,103,4,b,a,b,b,a,c,c,b,b,c,b,e,b,a,a,b,e,1,0
12751,b,1,1,1,1,0.9285714285714286,1,0.4,1,0.4,0.0,369,7,a,c,b,c,a,b,b,a,b,b,b,g,b,c,a,b,n,1,0
4184,b,1,1,1,1,0.2857142857142857,1,0.2333333333333333,1,0.2333333333333333,0.0,117,5,a,b,b,c,a,b,b,b,a,b,a,b,b,c,b,a,r,0,1
3901,a,1,1,1,1,0.1428571428571428,1,0.4333333333333333,1,0.4333333333333333,0.0625,36,2,a,b,b,b,a,b,d,b,b,c,b,k,a,c,b,a,b,1,1
14119,a,1,1,1,1,0.1428571428571428,1,0.5333333333333333,1,0.5333333333333333,0.125,46,4,a,a,b,b,a,b,b,b,a,c,b,e,b,c,a,b,j,1,0
13799,a,1,1,1,1,0.6428571428571429,1,0.3333333333333333,1,0.3333333333333333,0.125,163,6,b,a,b,b,a,b,d,b,a,c,c,b,a,c,a,a,b,0,0
15949,b,1,1,1,1,0.2142857142857142,1,0.3,1,0.3,0.0625,95,4,b,a,d,b,a,a,d,b,a,b,c,j,a,c,a,d,m,1,1
16993,b,1,1,1,1,0.2857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0625,95,4,b,g,d,c,a,c,c,b,a,c,a,e,b,c,a,d,c,0,0
16917,a,1,1,1,1,0.5714285714285714,1,0.4333333333333333,1,0.4333333333333333,0.0,213,8,b,a,b,c,b,b,b,a,b,c,b,d,b,c,a,b,a,0,0
14167,a,1,1,1,1,0.1428571428571428,1,0.0666666666666666,1,0.0666666666666666,0.0,39,1,a,h,b,c,a,b,b,a,a,c,c,i,b,c,a,b,h,0,1
8087,a,1,1,1,1,0.0,1,0.2333333333333333,1,0.2333333333333333,0.0,17,7,b,b,b,c,a,b,b,a,b,b,b,g,b,c,a,b,n,1,0
11825,a,1,1,1,1,0.2142857142857142,1,0.1,1,0.1,0.0,63,2,b,b,b,c,a,c,c,b,a,b,c,k,b,c,b,b,l,1,0
12900,b,1,1,1,1,0.6428571428571429,1,0.7666666666666667,1,0.7666666666666667,0.125,203,4,c,b,d,b,a,b,b,a,b,a,b,e,b,a,a,d,e,0,0
10285,b,1,1,1,1,0.8571428571428571,1,0.6333333333333333,1,0.6333333333333333,0.0,369,7,a,a,b,c,a,b,b,a,b,c,b,a,b,c,a,b,h,0,0
17935,b,1,1,1,1,0.0,1,0.2333333333333333,1,0.2333333333333333,0.125,17,4,a,c,b,b,a,c,c,b,b,c,b,e,b,c,a,a,b,0,0
8105,b,1,1,1,1,0.9285714285714286,1,0.8333333333333334,1,0.8333333333333334,0.125,352,6,b,b,d,b,a,b,b,a,b,a,b,b,b,c,a,d,e,0,1
3015,a,1,1,1,1,0.2142857142857142,1,0.4,1,0.4,0.0,73,4,c,a,b,a,a,b,b,a,a,c,b,e,b,a,a,a,n,1,0
9991,c,1,1,1,1,0.5714285714285714,1,0.2666666666666666,1,0.2666666666666666,0.0,205,4,b,b,d,c,a,b,d,a,b,d,b,e,a,c,b,d,v,1,1
14101,b,1,1,1,1,0.4285714285714285,1,0.1666666666666666,1,0.1666666666666666,0.125,157,4,b,h,b,b,a,b,d,b,b,a,b,e,a,c,a,b,n,1,0
14218,c,1,1,1,1,0.0,1,0.1,1,0.1,0.0,4,4,c,a,b,c,a,b,d,b,b,a,b,e,a,c,b,b,n,1,1
3216,a,1,1,1,1,0.2142857142857142,1,0.6666666666666666,1,0.6666666666666666,0.1875,51,4,b,f,d,a,a,b,d,a,b,a,b,i,a,a,a,d,p,0,1
15429,c,1,1,1,1,0.9285714285714286,1,0.5666666666666667,1,0.5666666666666667,0.25,260,0,a,h,d,c,a,b,b,a,b,c,b,j,b,c,a,d,m,1,0
6879,b,1,1,1,1,0.8571428571428571,1,0.1,1,0.1,0.0625,364,0,a,h,b,b,a,b,b,b,b,a,b,j,b,c,a,a,m,1,1
14837,b,1,1,1,1,0.9285714285714286,1,0.8666666666666667,1,0.8666666666666667,0.0625,369,6,a,a,d,b,a,c,c,a,b,a,b,b,b,a,a,d,i,1,0
15327,a,1,1,1,1,0.8571428571428571,1,0.7666666666666667,1,0.7666666666666667,0.0,285,6,a,h,d,b,a,b,b,a,a,b,c,b,b,c,a,d,n,1,1
776,b,1,1,1,1,0.0714285714285714,1,0.4333333333333333,1,0.4333333333333333,0.125,31,1,b,b,d,c,a,b,d,a,b,a,b,i,a,c,a,d,n,1,0
3261,a,1,1,1,1,0.0714285714285714,1,0.4666666666666667,1,0.4666666666666667,0.125,32,4,a,h,c,b,a,c,c,b,a,c,c,e,b,c,a,c,e,0,0
2006,b,1,1,1,1,0.6428571428571429,1,0.4666666666666667,1,0.4666666666666667,0.0,340,7,b,a,b,b,b,b,b,a,a,c,a,a,b,c,b,b,i,1,1
16897,a,1,1,1,1,0.5714285714285714,1,0.2666666666666666,1,0.2666666666666666,0.0,271,7,b,a,b,c,b,b,b,a,b,c,b,g,b,c,a,b,n,1,1
1970,b,1,1,1,1,0.5714285714285714,1,0.6333333333333333,1,0.6333333333333333,0.125,176,7,b,a,b,b,a,b,b,b,a,c,b,a,b,c,a,b,h,0,1
112,c,1,1,1,1,0.8571428571428571,1,0.4333333333333333,1,0.4333333333333333,0.125,311,5,a,a,c,b,a,b,d,a,a,c,c,b,a,c,a,c,h,0,0
16269,a,1,1,1,1,0.9285714285714286,1,0.8,1,0.8,0.0,369,7,a,c,d,c,a,b,b,a,b,a,b,a,b,c,a,d,v,0,0
8386,b,1,1,1,1,0.5,1,0.3666666666666665,1,0.3666666666666665,0.1875,149,4,a,a,c,b,a,a,d,b,a,a,c,e,a,c,a,c,e,0,0
3944,b,1,1,1,1,0.9285714285714286,1,0.5666666666666667,1,0.5666666666666667,0.0,369,6,b,a,d,b,a,b,b,a,b,c,b,f,b,a,b,d,d,0,0
18013,c,1,1,1,1,0.0,1,0.0333333333333333,1,0.0333333333333333,0.0,9,1,a,b,b,c,b,b,b,b,a,a,c,i,b,c,b,b,i,1,0
16789,c,1,1,1,1,0.7857142857142857,1,0.4333333333333333,1,0.4333333333333333,0.0625,271,6,b,a,d,c,a,c,c,a,a,c,c,b,b,c,b,d,j,0,1
17306,b,1,1,1,1,0.7142857142857143,1,0.6333333333333333,1,0.6333333333333333,0.1875,206,4,a,h,d,b,a,c,c,a,b,c,b,j,b,a,a,d,b,0,0
13958,b,1,1,1,1,0.6428571428571429,1,0.1666666666666666,1,0.1666666666666666,0.0625,252,4,b,a,b,c,a,b,b,a,b,a,b,e,b,c,a,a,m,1,1
4824,a,1,1,1,1,0.9285714285714286,1,0.2,1,0.2,0.0625,315,5,a,f,b,c,a,b,d,a,b,a,b,b,a,c,b,b,u,0,0
11210,b,1,1,1,1,0.9285714285714286,1,0.5,1,0.5,0.0625,369,5,b,a,d,c,a,b,b,a,b,c,b,f,b,c,b,d,D,0,0
2417,c,1,1,1,1,0.0,1,0.8666666666666667,1,0.8666666666666667,0.0,17,6,a,a,c,b,a,c,d,a,b,c,b,f,a,a,a,c,e,0,0
283,a,1,1,1,1,0.0714285714285714,1,0.6,1,0.6,0.1875,16,0,b,b,c,b,a,b,d,b,a,a,c,j,a,c,a,c,h,0,0
2000,c,1,1,1,1,0.0714285714285714,1,0.8,1,0.8,0.25,19,5,a,a,d,b,a,b,d,b,b,a,b,c,a,c,a,d,e,0,0
12875,c,1,1,1,1,0.5,1,0.4666666666666667,1,0.4666666666666667,0.0625,174,0,b,a,c,c,a,b,d,b,b,c,b,j,a,c,a,a,b,0,0
7473,a,1,1,1,1,0.3571428571428571,1,0.4666666666666667,1,0.4666666666666667,0.125,83,4,a,h,d,c,a,c,d,a,b,a,b,e,a,c,a,d,G,1,1
16420,b,1,1,1,1,0.0,1,0.3666666666666665,1,0.3666666666666665,0.0,13,4,a,h,b,c,a,c,c,b,b,c,b,e,b,c,b,b,h,0,0
11181,a,1,1,1,1,0.7142857142857143,1,0.4333333333333333,1,0.4333333333333333,0.0,341,8,a,a,b,c,a,b,b,a,a,d,c,d,b,a,a,b,n,1,1
8631,a,1,1,1,1,0.2857142857142857,1,0.2,1,0.2,0.0625,75,4,b,h,b,b,a,a,a,b,a,c,a,e,b,c,a,a,n,1,1
1199,a,1,1,1,1,0.9285714285714286,1,0.6666666666666666,1,0.6666666666666666,0.125,322,7,a,a,d,b,a,c,c,a,b,c,b,a,b,c,a,d,e,0,0
11424,a,1,1,1,1,0.7142857142857143,1,0.3,1,0.3,0.0,295,7,b,a,b,c,a,a,a,a,a,c,c,g,b,c,b,b,h,1,1
11359,b,1,1,1,1,0.2142857142857142,1,0.3,1,0.3,0.1875,59,0,b,b,d,c,a,a,d,b,b,a,b,j,a,a,a,d,D,0,0
7138,a,1,1,1,1,0.9285714285714286,1,0.9,1,0.9,0.0,359,5,a,a,d,c,a,b,b,a,a,a,b,f,b,a,a,d,B,0,0
14646,b,1,1,1,1,0.5,1,0.3,1,0.3,0.0625,190,4,b,a,b,b,a,b,d,a,b,a,b,e,a,c,b,b,n,1,0
11598,a,1,1,1,1,0.2857142857142857,1,0.0666666666666666,1,0.0666666666666666,0.0,48,2,b,h,b,c,b,c,c,b,a,c,c,k,b,c,b,b,a,1,1
16344,c,1,1,1,1,1.0,1,0.3,1,0.3,0.0,348,7,a,a,b,c,a,b,b,a,b,b,b,g,b,c,b,a,n,1,1
8535,c,1,1,1,1,0.3571428571428571,1,0.2666666666666666,1,0.2666666666666666,0.0625,108,4,b,c,b,c,a,c,c,b,a,b,c,e,b,c,a,b,n,1,0
10,c,1,1,1,1,0.3571428571428571,1,0.6666666666666666,1,0.6666666666666666,0.3125,69,4,b,a,c,b,a,b,d,b,a,a,c,i,a,c,a,c,e,0,0
637,a,1,1,1,1,0.5,1,0.7666666666666667,1,0.7666666666666667,0.0625,159,7,a,a,d,c,a,a,a,a,b,a,b,g,b,c,a,d,B,0,0
14020,b,1,1,1,1,0.5714285714285714,1,0.4333333333333333,1,0.4333333333333333,0.125,222,4,a,a,c,b,a,c,c,a,a,b,c,e,b,c,a,c,G,1,1
13202,c,1,1,1,1,0.0,1,0.3,1,0.3,0.0625,12,1,a,a,b,c,a,b,d,b,b,a,b,i,a,c,a,b,n,1,1
16677,b,1,1,1,1,0.4285714285714285,1,0.1666666666666666,1,0.1666666666666666,0.125,123,1,a,d,b,b,a,b,d,b,b,a,b,i,a,c,b,a,b,0,0
1662,b,1,1,1,1,0.7857142857142857,1,0.1666666666666666,1,0.1666666666666666,0.0,280,5,b,e,b,c,a,a,a,a,a,a,c,f,b,c,b,b,D,0,0
972,c,1,1,1,1,0.7857142857142857,1,0.2666666666666666,1,0.2666666666666666,0.0625,220,4,b,b,b,c,a,b,b,b,a,a,a,e,b,c,a,b,v,0,0
12452,a,1,1,1,1,0.1428571428571428,1,0.0333333333333333,1,0.0333333333333333,0.0,49,1,b,h,b,c,a,c,c,b,a,c,b,i,b,c,b,b,i,1,1
3775,a,1,1,1,1,0.5714285714285714,1,0.7333333333333333,1,0.7333333333333333,0.0625,225,4,a,a,e,b,a,b,b,a,b,c,b,e,b,a,a,f,d,1,1
6735,a,1,1,1,1,0.9285714285714286,1,0.8333333333333334,1,0.8333333333333334,0.125,315,7,b,a,d,b,a,a,a,a,a,d,b,g,b,c,a,d,v,0,0
11824,a,1,1,1,1,0.2142857142857142,1,0.3333333333333333,1,0.3333333333333333,0.25,76,1,b,c,b,b,a,c,c,b,a,c,c,i,b,c,a,b,h,0,0
15115,a,1,1,1,1,0.8571428571428571,1,0.7,1,0.7,0.125,274,6,a,h,d,b,a,b,b,a,b,b,b,b,b,a,a,d,w,0,0
15415,c,1,1,1,1,0.7857142857142857,1,0.9,1,0.9,0.0625,275,1,a,h,d,b,a,b,b,a,a,b,c,i,b,a,a,d,e,0,0
11621,b,1,1,1,1,0.5714285714285714,1,0.3,1,0.3,0.0,312,7,a,a,b,c,a,b,b,a,b,c,b,g,b,c,a,b,n,1,1
3468,b,1,1,1,1,0.5,1,0.9,1,0.9,0.125,281,5,a,a,d,b,a,c,c,a,a,c,a,c,b,c,b,d,e,0,0
12372,a,1,1,1,1,0.9285714285714286,1,0.8333333333333334,1,0.8333333333333334,0.0,368,5,a,a,d,b,a,b,b,a,b,c,b,b,b,a,a,d,d,0,0
6177,c,1,1,1,1,0.0714285714285714,1,0.1666666666666666,1,0.1666666666666666,0.0625,38,4,a,f,b,b,a,c,c,b,a,c,a,e,b,c,a,b,u,0,0
13787,a,1,1,1,1,0.0714285714285714,1,0.0666666666666666,1,0.0666666666666666,0.0,33,2,a,c,b,c,a,b,b,a,a,c,a,k,b,c,b,b,v,1,1
6744,b,1,1,1,1,0.3571428571428571,1,0.2666666666666666,1,0.2666666666666666,0.0625,122,0,b,h,d,c,a,a,d,b,b,a,b,j,a,c,a,d,n,1,1
3551,b,1,1,1,1,0.4285714285714285,1,0.9666666666666668,1,0.9666666666666668,0.0,239,4,c,i,e,b,a,b,b,a,b,a,b,e,b,c,a,f,p,0,0
